manufacturer_id,manufacturer_name
12661,NEUROTRIALS LLC
12084,AVIDITY BIOSCIENCES
12320,"DR. GREGORY CHRISTOPHER KNAPP, QE II HEALTH SCIENCES CENTRE, NOVA SCOTIA HEALTH"
12527,PALISADE BIO
12595,"SOBI, INC"
12010,"ASTRIA THERAPEUTICS, INC."
12334,"ARETEIA THERAPEUTICS, INC"
12674,METSERA INC
12606,DR STEPHANE PELET
12713,INIMMUNE CORPORATION
12874,BIOSSIL INC.
12138,"ONCOC4, INC."
12286,RAPT THERAPEUTICS INC.
12566,KOKUA PHARMA INC.
13092,VARMX B.V.
12565,"MEDILINK THERAPEUTICS (SUZHOU) CO., LTD."
12688,IMMUTEP S.A.S.
12965,"THE UNIVERSITY OF EDINBURGH & LOTHIAN HEALTH BOARD, ACCORD"
12210,MEDTRACE PHARMA A/S
3703,MASSACHUSETTS GENERAL HOSPITAL
4599,CANCER CARE MANITOBA
4666,MERCK KGAA
4680,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL
4404,MCGILL UNIVERSITY HEALTH CENTRE
4212,WATSON LABORATORIES INC
3601,ASTRAZENECA CANADA INC
8815,"HUNTER STROKE SERVICE, HUNTER NEW ENGLAND LOCAL HEALTH DISTRICT"
9627,THE ROYAL'S INSTITUTE OF MENTAL RESEARCH
9658,DERMAVANT SCIENCES GMBH
9662,DR CHRISTIAN SCHUTZ
10632,DR. ANA MIRIAM VELLY
8841,MIRATI THERAPEUTICS INCORPORATED
9705,ANTIBIOTX A/S
9710,NEOKERA LLC
8090,DR FRANCOIS CORBIN
10601,SERMONIX PHARMACEUTICALS INC.
10945,"KAKEN PHARMACEUTICAL CO., LTD."
10104,EDESA BIOTECH INC
10107,CLINIQUE OVO
10109,MURDOCH CHILDREN'S RESEARCH INSTITUTE
10129,TRICIDA INC
10132,"ZYNERBA PHARMACEUTICALS, INC"
10141,ARISTEA THERAPEUTICS INC
7618,EMD SERONO A DIVISION OF EMD INC CANADA
9279,VIIV HEALTHCARE UK LIMITED
9298,DR. MANUEL MONTERO-ODASSO
9333,CATALYST PHARMACEUTICALS INC
10173,AEVI GENOMIC MEDICINE INC
10192,MGB BIOPHARMA LIMITED
10195,"AMERICAN REGENT, INC"
7678,OTONOMY INC
8547,SIGNALCHEM LIFESCIENCES CORPORATION
9352,"CANADIAN IMMUNIZATION RESEARCH NETWORK (CIRN), DALHOUSIE UNIVERSITY"
9354,CARA THERAPEUTICS
9372,REVERAGEN BIOPHARMA INC
10228,"MAYNE PHARMA, LLC"
10266,"HERON THERAPEUTICS, INC."
9414,ARGENX BV
10309,RADIALIS INC
10321,RALEXAR THERAPEUTICS INC
8681,COHERUS BIOSCIENCES INC.
10376,CARSGEN THERAPEUTICS CORPORATION
10400,DR RICHARD MALTHANER
10402,GORDON SUSSMAN CLINICAL RESEARCH INC
8704,DR EVDOKIA ANAGNOSTOU
8705,MEZZION PHARMA CO. LTD.
8718,MYLAN PHARMA UK LTD
9511,EMERGENT BIOSOLUTIONS CANADA INC
9520,FLAMEL IRELAND LTD TRADING UNDER THE BUSINESS NAME AVADEL IRELAND
9549,ORBUS THERAPEUTICS INC
8752,DR. ALI IMRAN
8762,DR PAUL SANDOR
9621,CLEARSIDE BIOMEDICAL INC
10891,TIMI STUDY GROUP
7921,SALIX PHARMACEUTICALS INC
9276,INSIGHTEC
9278,CENTUS BIOTHERAPEUTICS LIMITED
10060,CENTRE DE RECHERCHE DU CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE
10070,AL-S PHARMA
10101,GB001 INC
12102,ACTUATE THERAPEUTICS INC.
12103,"MARENGO THERAPEUTICS, INC."
12136,"ELLODI PHARMACEUTICALS, LP"
12193,"RELAY THERAPEUTICS, INC."
12599,OCUGEN
11874,SELLAS LIFE SCIENCES GROUP INC
12429,"CENTRE DE RECHERCHE CERVO, UNIVERSITÉ LAVAL"
12591,SYNOX THERAPEUTICS LTD
12842,MEDIAR THERAPEUTICS
12562,"DR. YVETTE DREW, BC CANCER AGENCY"
8897,ONCOETHIX GMBH
8900,AGIOS PHARMACEUTICALS INC
9735,BEIGENE LTD
9757,"MARIUS PHARMACEUTICALS, LLC"
9758,IPSEN BIOSCIENCE INC
8145,BIOTA SCIENTIFIC MANAGEMENT PTY LTD
8150,ALEXION PHARMA INTERNATIONAL SARL
8920,BAXALTA US INC
9792,DR. DAVID BARBIC
9824,"TUSKER MEDICAL, INC"
8951,CAPRICOR INC
8954,GE HEALTHCARE LTD  & AFFILIATES
8975,ALDEYRA THERAPEUTICS INC
8233,SUNOVION PHARMACEUTICALS INC
8238,LABORATOIRES NUTRITION ET CARDIOMÉTABOLISME
8263,UNIVERSITY OF OTTAWA INSTITUTE OF MENTAL HEALTH RESEARCH
9008,GW RESEARCH LIMITED
9022,MIRAGEN THERAPEUTICS INC
9025,"THERACOS SUB, LLC"
9028,NATIONAL INSTITUTES OF HEALTH
9891,ALBIREO AB
9900,RETROPHIN INC
9929,NERRE THERAPEUTICS LTD
9944,TORONTO WESTERN HOSPITAL - MOVEMENT DISORDERS CENTER
7516,JANSSEN INC
8286,SHIRE ORPHAN THERAPIES INC
8306,AB SCIENCE S.A.
9057,DR SERGE GOUIN
9966,EFFECTOR THERAPEUTICS INC
7505,IPSEN INNOVATION
8351,AXIKIN PHARMACEUTICALS INC
9087,DR. ANNE MARIE SBROCCHI
9091,AXOVANT SCIENCES LTD
9113,RHIZEN PHARMACEUTICALS SA
7566,FLEXION THERAPEUTICS INC
8397,RED MAPLE TRIALS INC
8415,OPHTHOTECH CORPORATION
8432,"THE REGENTS OF THE UNIVERSITY OF CALIFORNIA, SAN FRANCISCO"
9152,AKEBIA THERAPEUTICS INC
9159,UNIVERSITY OF LIVERPOOL
9987,"CLENE NANOMEDICINE, INC"
10016,Y-MABS THERAPEUTICS A/S
9271,BAYCREST ROTMAN RESEARCH INSTITUTE
11561,CAMURUS AB
11734,"ARVINAS ANDROGEN RECEPTOR, INC."
10766,VOR BIOPHARMA
11692,DEINOVE
11622,"HOMOLOGY MEDICINES, INC."
11274,"TARSUS PHARMACEUTICALS, INC"
11474,"EDITAS MEDICINE, INC."
10989,INSTITUTE FOR RESPIRATORY HEALTH INCORPORATED
11768,"CHILDREN'S HEALTHCARE OF ATLANTA, INC"
11395,SPRINGWORKS THERAPEUTICS
11445,UNITY BIOTECHNOLOGY
11669,VAXESS TECHNOLOGIES
6889,AEGERION PHARMACEUTICALS INC
6905,ACCELERON PHARMA INC
6817,CIRCASSIA LTD
6975,THE UNIVERSITY OF KANSAS MEDICAL CENTER
7215,MEDIVATION INC
7217,MEDICAGO INC
7012,SUMITOMO DAINIPPON PHARMA ONCOLOGY INC
7105,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE
6987,HAMILTON HEALTH SCIENCES CORPORATION
7310,ONYX THERAPEUTICS INC
7267,TRILLIUM THERAPEUTICS INC.
7272,ASTELLAS PHARMA GLOBAL DEVELOPMENT INC
7291,GLYCOMIMETICS INC
11448,"AMBRX, INC."
10900,ZUCARA THERAPEUTICS INC.
10932,ELEVATION ONCOLOGY INC.
11697,PHAROS PHARMACEUTICAL ORIENTED SERVICES SINGLE MEMBER LTD.
11744,"KYMAB LTD, A SANOFI COMPANY"
11572,IMMUNIC AG
11264,REZOLUTE INC.
11510,"FLAME BIOSCIENCES, INC."
11653,DR SOUVIK MITRA
11346,DR. SARA BELGA MONTEIRO PEREIRA
11740,NEWAMSTERDAM  PHARMA B.V.
10567,"DIVISION OF ALLERGY, IMMUNOLOGY, AND TRANSPLANTATION; NIAID NIH"
11565,"ASKLEPIOS BIOPHARMACEUTICAL, INC."
11725,"VERA THERAPEUTICS, INC"
11227,"ANTHOS THERAPEUTICS, INC."
11612,"ONCXERNA THERAPEUTICS, INC"
11182,SEAGEN INC.
6698,CYTRX CORPORATION
6513,ENDOCEUTICS INC
6536,INFINITY PHARMACEUTICALS INC
6554,CSL BEHRING GMBH
6855,BELLUS HEALTH INC
5072,UNIVERSITY OF OTTAWA INSTITUTE FOR MENTAL HEALTH RESEARCH
5131,ST JUDE CHILDRENS RESEARCH HOSPITAL
5921,INTARCIA THERAPEUTICS INC
4932,FOREST RESEARCH INSTITUTE
4946,BIOMARIN PHARMACEUTICAL INC
5847,SANOFI AVENTIS
5894,DALHOUSIE UNIVERSITY
5947,MCMASTER UNIVERSITY MEDICAL CENTRE
6552,TRANSGENE SA
3374,THERATECHNOLOGIES INC
3428,UNIVERSITY OF CALIFORNIA
53,FERRING INC
263,TILLOTTS PHARMA AG
2051,UNIVERSITY OF MANITOBA
12074,ZYMEWORKS BC INC.
13073,UNIVERSITY HEALTH NETWORK AJMERA TRANSPLANT CENTRE
11819,NEURIM PHARMACEUTICALS (1991) LTD
12052,ZENAS BIOPHARMA (USA) LLC
12304,"HOTSPOT THERAPEUTICS, INC"
12653,ICOSAVAX INC. (ICOSAVAX) (A MEMBER OF THE ASTRAZENECA GROUP OF COMPANIES)
12976,"TRIVENI BIO, INC."
13155,AZIENDA SOCIO SANITARIA TERRITORIALE GRANDE OSPEDALE METROPOLITANO NIGUARDA
11921,"PANAFINA, INC."
12022,FREELINE THERAPEUTICS LIMITED
13084,"NAVIGATOR MEDICINES, INC."
12212,UNIVERSITY OF UTAH
11841,DR PIERRE DUQUETTE
12268,VERGE GENOMICS
12355,"LANTERN PHARMA, INC."
12356,DUALITYBIO INC
12730,"RECURSION PHARMACEUTICALS, INC."
12014,"AKESO BIOPHARMA CO., LTD"
11986,OHB NEONATOLOGY LTD
12947,DR. KARI TIKKINEN
12277,"POLARIS PHARMACEUTICALS, INC. (A SUBSIDIARY OF POLARIS GROUP)"
12744,GRACE THERAPEUTICS INC
13206,SANOFI VACCINES US INC
12971,THE MICHAEL J FOX FOUNDATION FOR PARKINSON'S RESEARCH
12080,MYLAN TECHNOLOGIES INC
12491,MEDYTOX INC.
13078,ENEAPHARM
12945,NOEMA PHARMA AG
13051,MICHAEL GARRON HOSPITAL
11823,MOFFITT CANCER CENTER
12315,"DAVID KING BSC. MD, FRCPC"
12739,DR SHANNON MARIO FERNANDO
12875,PROTEINQURE INC.
13013,"INHIBIKASE THERAPEUTICS, INC."
13161,DAR CLINICAL RESEARCH INC
11885,CLARIS BIOTHERAPEUTICS
12316,ENLIVEN THERAPEUTICS INC.
12301,SUMITOMO PHARMA SWITZERLAND GMBH
4228,STALLERGENES S.A.
4626,CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE
4731,LABORATORIOS SALVAT S A
1545,VICAL INC
2932,NOVARTIS PHARMACEUTICALS CANADA INC
3545,LONDON HEALTH SCIENCES CENTRE
3989,AVANIR PHARMACEUTICALS
8806,ADURO BIOTECH INC
8813,TENAX THERAPEUTICS INC
9648,SINAI HEALTH SYSTEM
10649,"SCYNEXIS, INC."
8836,ESSA PHARMACEUTICALS CORP
8848,ALETHIA BIOTHERAPEUTICS INC
8849,VANCOUVER COASTAL HEALTH-COMMUNITY
9692,"MITSUBISHI TANABE PHARMACEUTICAL AMERICA, INC"
10635,QUANTUM GENOMICS
8059,DBV TECHNOLOGIES SA
11419,ÉCOLE D¿OPTOMÉTRIE DE MONTRÉAL
11393,MOOD AND ANXIETY DISORDERS INC
11567,PROVIDENCE THERAPEUTICS HOLDINGS INC
10105,MACANXIETY RESEARCH CENTRE
10143,"IOVANCE BIOTHERAPEUTICS, INC"
8498,DR. KAZUHIRO YASUFUKU
8501,DR SHANON HUMPHREY
8503,BAXTER INNOVATIONS GMBH
8515,ELEVEN BIOTHERAPEUTICS INC
9289,AFFERENT PHARMACEUTICALS INC
9321,"JOHNSON & JOHNSON CONSUMER INC., MCNEIL CONSUMER HEALTHCARE DIVISION"
9339,"CASCADIAN THERAPEUTICS, INC"
7693,MERRIMACK PHARMACEUTICALS
8539,SUCAMPO AG
8588,ALFRED HEALTH
9366,CENTRE D'EXCELLENCE EN THÉRAPIE CELLULAIRE - CIUSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL
10196,ACUCELA INC
10238,DR. GARTH MECKLER
10245,TRIPHASE RESEARCH AND DEVELOPMENT III CORP
7757,FRASER HEALTH AUTHORITY
8592,ISCHEMIX LLC
8597,DR. MARK HULL
8598,DR BLAYNE WELK
8635,"REPLICEL LIFE SCIENCES, INC"
9416,FORMA THERAPEUTICS INC
10270,PHARMACYCLICS SWITZERLAND GMBH
10336,NUCANA PLC
7801,ALVINE PHARMACEUTICALS INC
7808,CHIASMA INC
8652,BELLEROPHON PULSE TECHNOLOGIES LLC
8685,"PREMACURE AB, A MEMBER OF THE SHIRE GROUP OF COMPANIES"
8693,UNIVERSITY OF QUEENSLAND
9455,TRIUMVIRA IMMUNOLOGICS INC
9464,PROTAGONIST THERAPEUTICS INC
9467,DR ANDREW BAKER
9488,DAIICHI SANKYO EUROPE GMBH
9490,RA PHARMACEUTICALS INC
10377,DR BELINA CARRANZA MAMANE
8710,CORTENDO AB
8727,VANCOUVER ID RESEARCH & CARE CENTRE SOCIETY
8744,POPULATION HEALTH RESEARCH INSTITUTE
9523,BRICKELL BIOTECH INC
9553,AURINIA PHARMACEUTICALS INC
10428,"EIDOS THERAPEUTICS, INC."
10429,WWIKY BIOSCIENCES INC.
10585,"TREADWELL THERAPEUTICS, INC."
7887,UCB BIOSCIENCES INC
8767,NOVARTIS CONSUMER HEALTH INC.
8786,DR. JASON RIVERS
8801,BREPCO BIOPHARMA LIMITED
8804,UNIVERSITY OF MINNESOTA
10088,"APELLIS PHARMACEUTICALS, INC"
11825,DAY ONE BIOPHARMACEUTICALS INC
12274,IPSEN PHARMA SAS
12758,"ALDENA THERAPEUTICS (UK), LTD."
12765,"BLOSSOM HILL THERAPEUTICS, INC"
12834,ANGITIA INCORPORATED LIMITED
11959,"DYNE THERAPEUTICS, INC"
12061,ABRAHAM NUNES
12684,ALFASIGMA S.P.A
12816,ZURA BIO INC.
12818,EVOMMUNE INC
12137,"DICE THERAPEUTICS, INC."
12990,"ALLROCK BIO, INC."
11883,DR. BRADLEY GREENE
9760,NOVUS THERAPEUTICS INC
8129,ST. JOSEPH'S HEALTHCARE HAMILTON
8904,BIOGEN MA INCORPORATED
8919,NOVA SCOTIA HEALTH AUTHORITY
8004,BIOGEN IDEC MA INC
8937,VASCULAR BIOGENICS LTD
9784,MICROBARIC OXYGEN SYSTEMS LLC
9812,SAVARA INC.
8218,LEXICON PHARMACEUTICALS INC
8943,MEDIMMUNE LIMITED
8953,APTOSE BIOSCIENCES INC
8983,CUBIST PHARMACEUTICALS LLC
9878,"SURFACE ONCOLOGY, INC."
10844,MITSUBISHI TANABE PHARMA DEVELOPMENT AMERICA INC
9037,STEMLINE THERAPEUTICS INC
7459,MERCK SHARP & DOHME CORP
7467,IPSEN PHARMA
8326,ZS PHARMA INC
7500,TRB CHEMEDICA INTERNATIONAL SA
8383,DR. HASSAN RAZVI
9100,"DALCOR PHARMA UKLTD, SWISS BRANCH"
9111,DR JEAN-LUC ARDILOUZE
9980,NOVIMMUNE S.A.
9983,CORVIA MEDICAL INC
8391,FORWARD PHARMA GMBH
9166,CLEAVE BIOSCIENCES
9190,COCRYSTAL PHARMA INC
10018,MINNEAPOLIS MEDICAL RESEARCH FOUNDATION
7577,ABLYNX NV
7610,C17
8458,ROMARK LABORATORIES L.C.
9220,MALLINCKRODT ARD INC
9227,PROQR THERAPEUTICS
9258,WINDTREE THERAPEUTICS INC
9262,"VACCINE EVALUATION CENTER, UNIVERSITY OF BRITISH COLOMBIA"
9264,MAYO CLINIC CANCER CENTER
11491,89BIO INC.
11735,"GLENN BAUMAN, LAWSON HEALTH RESEARCH INSTITUTE"
10971,LAHEY HOSPITAL AND MEDICAL CENTER
10996,CYCLERION THERAPEUTICS INC
11587,SHAANXI MICOT TECHNOLOGY CO. LTD
11588,DR. RUDOLF UHER
11414,"SPRUCE BIOSCIENCE, INC."
6645,CELLDEX THERAPEUTICS INC
7205,FERRING PHARMACEUTICALS A S
6983,ENDOCYTE INC
7220,UCB CANADA INC
7368,AVID RADIOPHARMACEUTICALS INC
7377,TARIS BIOMEDICAL INC
7430,PHARMACOSMOS A/S
10985,VELOSBIO INC.
11452,PARTNER THERAPEUTICS
11321,"NOBIAS THERAPEUTICS, INC"
11745,PEGA-ONE S.A.S.
10916,"9 METERS BIOPHARMA, INC."
11453,DR. ROBERT THOMAS JAGOE
10992,BRISTOL-MYERS SQUIBB CANADA CO.
11265,PEDIATRIC TRANSPLANTATION AND CELLULAR THERAPY CONSORTIUM
10664,POINT BIOPHARMA
11497,"TREMEAU PHARMACEUTICALS, INC"
10658,"ONCORUS,  INC"
10824,AMACATHERA INC.
11002,ASTRAZENECA
11517,BIOVENTUS LLC
11760,CRISPR THERAPEUTICS AG
10615,BLUE ROCK THERAPEUTICS
11112,"PHARMAMATRIX HOLDING, LTD."
10812,SAINT LUKE'S HOSPITAL OF KANSAS CITY
11431,COMPASS PATHFINDER LIMITED
11435,SAGIMET BIOSCIENCES
11528,MEDICENNA THERAPEUTICS INC.
11179,ANNEXON BIOSCIENCES
11181,"SENHWA BIOSCIENCES, INC."
11145,DR. ALI ABDALVAND
10607,DR. DARREN R. CHRISTENSEN
6606,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE
6601,CEMPRA PHARMACEUTICALS INC
5496,GRIFOLS BIOLOGICALS INC
5009,AMERICAN COLLEGE OF RADIOLOGY RADIATION THERAPY ONCOLOGY GROUP
5021,UNIVERSITY OF ROCHESTER
5116,ALKERMES INC
4899,MEMORIAL UNIVERSITY OF NEWFOUNDLAND
5783,ST JOSEPHS HEALTH CARE PARKWOOD SITE
5557,EXELIXIS INC
6244,MACROGENICS INC
5571,CANADIAN UROLOGICAL ONCOLOGY GROUP
5950,SANOFI PASTEUR INC
5991,ENANTA PHARMACEUTICALS INC
6291,SUNNYBROOK HEALTH SCIENCES CENTRE
5964,BRITISH COLUMBIA CHILDRENS HOSPITAL
1805,UNIVERSITY OF ALBERTA
1511,WOMENS COLLEGE HOSPITAL
775,IMMUNOMEDICS INC
793,GENENTECH INC
1392,CHUGAI PHARMACEUTICAL CO LTD
10588,SQZ BIOTECHNOLOGIES
10727,"BEYOND AIR, INC."
10745,DR JONATHAN BEAUDOIN
10783,GB002 INC.
8273,ACCORD HEALTHCARE LTD
9009,"CUTANEA LIFE SCIENCES, INC"
9908,INFLARX GMBH
773,"BC CANCER, PART OF THE PROVINCIAL HEALTH SERVICES AUTHORITY"
9945,UNIVERSITY OF MARYLAND
8284,ABBVIE BIOTHERAPEUTICS INC
8307,DR. VLADIMIR DZAVIK
9043,REGENXBIO  INC
9052,ITALFARMACO S.P.A.
7487,MONOSOL RX LLC
8352,BIOTEST AG
8372,EDGE THERAPEUTICS INC
8386,INSTITUTE OF COSMETIC & LASER SURGERY
9120,INTENSITY THERAPEUTICS
9136,CERENIS THERAPEUTICS SA
8390,CATABASIS PHARMACEUTICALS INC
8414,AMSRF RESEARCH INC
8419,REBIOTIX INC
8421,DR. PATRICK COUTURE
9178,"ONCONOVA THERAPEUTICS, INC"
9204,DIMENSION THERAPEUTICS
9993,ORPHAZYME A/S
10002,BC CHILDREN¿S HOSPITAL HEART CENTRE
10011,ASSEMBLY BIOSCIENCES INCORPORATED
8454,UNIVERSITY OF MINNESOTA MEDICAL SCHOOL
8482,AURIS MEDICAL INC
9259,ALLIANCE FOR CLINICAL TRIALS IN ONCOLOGY
11094,"CASSAVA SCIENCES, INC."
11714,INDIVIOR INC
11468,VIRACTA THERAPEUTICS INC.
11800,"INCARDA THERAPEUTICS, INC."
11458,NEOLEUKIN THERAPEUTICS INC.
6656,PROTALIX LTD
6670,NATIONAL MARROW DONOR PROGRAM
6956,BIOMARK TECHNOLOGIES INCORPORATED
5979,CUBIST PHARMACEUTICALS CANADA INC.
7054,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUEBEC
7263,OTTAWA HOSPITAL RESEARCH INSTITUTE
7360,QU BIOLOGICS INC
10855,DR. AHMAD HAIDAR
11316,VANCOUVER ISLAND HEALTH AUTHORITY
10636,AVADEL CNS PHARMACEUTICALS
10498,HORIZON THERAPEUTICS IRELAND DAC
11261,"RENIBUS THERAPEUTICS, INC."
11737,AICURIS ANTI-INFECTIVE CURES AG
11008,PROVIDENCE HEALTH CARE-SAINT PAUL'S HOSPITAL
11044,AEON BIOPHARMA INC.
11447,"DERMAVANT SCIENCES, INC"
10447,MEIRAGTX LLC
10547,Q-MED AB
11481,"COGENT BIOSCIENCES, INC."
11381,DR. RUBY GREWAL
11688,"IGM BIOSCIENCES, INC."
11017,PEDIATRIC CANCER IMMUNOTHERAPY TRIALS NETWORK
11476,"DR. ISLAM MOHAMED, BC CANCER- KELOWNA"
11741,"TREFOIL THERAPEUTICS, INC."
10568,TESSA THERAPEUTICS
11540,"IDEAYA BIOSCIENCES, INC."
11542,ALIMENTIV INC.
11620,"INSTIL BIO, INC."
10456,DR. SHAHID AHMED
10958,GALECTIN THERAPEUTICS INC
11285,ALX ONCOLOGY INC.
10460,BIOLINERX LTD
11489,"AEROGEN PHARMA, LTD."
6523,SANOFI AVENTIS GROUP
6559,OTSUKA PHARMACEUTICAL DEVELOPMENT & COMMERCIALIZATION INC
6711,UNIVERSITY OF NORTH CAROLINA
4784,CAPITAL DISTRICT HEALTH AUTHORITY
4816,INNOVADERM RESEARCH INC
5044,CATALYST PHARMACEUTICALS PARTNERS
5677,CANADIAN UROLOGY RESEARCH CONSORTIUM
5538,NORTHERN THERAPEUTICS INC.
6196,MERZ PHARMACEUTICALS GMBH
5946,SANOFI PASTEUR LIMITED
6045,UCB INC
6589,ONCOZYME PHARMA INC
5963,ARRAY BIOPHARMA INC
6033,LIPOCINE INC
6048,SANOFI-AVENTIS CANADA INC
3464,UNITED THERAPEUTICS CORPORATION
3199,ACORDA THERAPEUTICS INC
28,HOFFMANN-LA ROCHE LIMITED
32,BOEHRINGER INGELHEIM (CANADA) LTD LTEE
159,ALLERGAN INC
432,UNIVERSITY OF TORONTO
488,ELI LILLY CANADA INC
1253,MOUNT SINAI HOSPITAL
696,TORONTO GENERAL HOSPITAL
714,CENTRE HOSPITALIER DE LUNIVERSITÉ LAVAL
754,INSTITUT DE CARDIOLOGIE DE MTL
818,UNIVERSITY OF BRITISH COLUMBIA
1054,CHILDRENS HOSPITAL OF EASTERN ONTARIO
2505,BC CHILDRENS HOSPITAL
2546,DANA FARBER CANCER INSTITUTE
2588,NATIONAL INSTITUTE OF HEALTH
2460,BRITISH COLUMBIA WOMENS HOSPITAL
12229,"MONTE ROSA THERAPEUTICS, INC"
12348,"UPSTREAM BIO, INC."
11817,"HUYABIO INTERNATIONAL, LLC"
11835,PARADIGM BIOPHARMACEUTICALS (USA) INC.
13149,DR. VALÉRIE ZAPHIRATOS
12567,PHARMAPLANTER TECHNOLOGIES INC.
12693,NOVOCURE GMBH
11954,ALUMIS INC.
12879,Q32 BIO INC
12930,PARAGONCLINICALS INC
12021,ECOGENE-21
12580,"BIOAEGIS THERAPEUTICS, INC."
12500,DR. SERGIO PEREIRA
13032,CROSS CANCER INSTITUTE - CANCER CARE ALBERTA
12447,RYVU THERAPEUTICS S.A.
13034,DR. AMIN JAVER
13061,"PEDAL BLOOD CANCER UNITED, LLC"
12731,"DR. KEVIN H. M. KUO, UNIVERSITY HEALTH NETWORK"
12927,RATIO THERAPEUTICS INC.
11918,EUROPEAN MYELOMA NETWORK (EMN)
12932,"KARDIGAN, INC."
12770,DR. AZIZ QAZI
11903,"BIOMEA FUSION, INC."
12337,CPC CLINICAL RESEARCH
12549,"ROBARTS RESEARCH INSTITUTE, WESTERN UNIVERSITY"
12882,AURICULA BIOSCIENCES INC
13146,DR. MARSHA CAMPBELL-YEO
12922,"MIRADOR THERAPEUTICS, INC."
12368,"DR. MARC DE PERROT, UNIVERSITY HEALTH NETWORK"
12669,THE RESEARCH INSITITUTE OF ST. JOSEPH'S HAMILTON
12553,SCHRODINGER INC
12659,BANTAM PHARMACEUTICALS
12235,PHARMAAND GMBH
12871,BLUEROCK THERAPEUTICS CANADA ULC
12873,DR RYAN FLANNIGAN
12686,"PULMOVANT, INC."
12895,CARMOT THERAPEUTICS INC.
13074,"SATELLOS BIOSCIENCE, INC."
12091,ANN AND ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO
12092,KAZM PHARMACEUTICALS
12335,DEFENCE THERAPEUTICS INC.
13138,"USWM CT, LLC"
12299,ERASCA INC
12477,"ASTELLAS GENE THERAPIES, INC."
12740,"INDAPTUS THERAPEUTICS, INC."
13139,"LYELL IMMUNOPHARMA, INC"
12792,THIRD ARC BIO
12353,AMERICAN COLLEGE OF RADIOLOGY
4506,HUMAN GENOME SCIENCES INC
4544,ALEXION PHARMACEUTICALS INC
4306,NEUROGENESIS INC
4407,TEVA PHARMACEUTICAL INDUSTRIES LTD
3936,MILLENNIUM PHARMACEUTICALS INC
4213,GLAXOSMITHKLINE CONSUMER HEALTHCARE INC
2949,NOTRE DAME HOSPITAL
3120,QUEENS UNIVERSITY
1954,BAYER INC
3735,SHIRE CANADA INC
8830,"SYNTHETIC BIOLOGICS, INC"
9628,KINGSTON HEALTH SCIENCE CENTRE
9630,WAVE LIFE SCIENCE LTD
9654,ELOXX PHARMACEUTICALS INC
9675,ASCENDIS PHARMA ENDOCRINOLOGY DIVISION A/S
10477,ANGION BIOMEDICA CORPORATION
9684,GLWL RESEARCH INC
10545,"GALDERMA RESEARCH & DEVELOPMENT, LLC"
8085,ASTRAZENECA AB
8859,ULTRAGENYX PHARMACEUTICAL INC
10600,COLLABORATIVE NETWORK FOR NEURO-ONCOLOGY CLINICAL TRIALS (CONNECT)
11201,REISTONE BIOPHARMA COMPANY LIMITED
11355,RENEO PHARMA LTD
10128,"MEDEOR THERAPEUTICS, INC."
10149,APPLIED GENETIC TECHNOLOGIES CORPORATION
7628,MERCK CANADA INC
9284,"CHUM: UNIVERSITE DE MONTREAL, HOPITAL NOTRE-DAME"
9326,MOBERG PHARMA AB
10191,OBSEVA S.A
7683,BIOTIE THERAPIES INC
8541,DR DAVID SPANER
8572,CARE ARTHRITIS LTD.
9356,DR BRUNO GAGNON
10231,UNIVERSITY COLLEGE DUBLIN
10264,JOUNCE THERAPEUTICS INC
8593,CSL BEHRING
8610,"JAEB CENTER FOR HEALTH RESEARCH FOUNDATION, INC"
8613,SUMMIT CORPORATION PLC
8639,MYLAN GMBH
8641,DR ALESSANDRO DORIA
9392,TAIHO ONCOLOGY INC.
9393,DR MICHELLE SHOLZBERG
9418,CIDARA THERAPEUTICS INC
9420,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE
9422,JAZZ PHARMACEUTICALS IRELAND LIMITED
9424,AKROS PHARMA INC
9427,"SAREPTA THERAPEUTICS, INC"
9429,"KOWA RESEARCH INSTITUTE, INC"
10274,ITERION THERAPEUTICS
10287,ABIVAX SA
10295,SAINT-LOUIS UNIVERSITY
10308,"WINSANTOR, INC"
10315,INMUNOTEK S.L.
10334,"AGENEBIO, INC"
8661,CONCORDIA LABORATORIES INC
8691,DR FRANÇOIS MADORE
9444,NEURALTUS PHARMACEUTICALS INC
9463,DR BENJAMIN SMITH
7835,UNIVERSITY OF NEW SOUTH WALES
8711,DR. DANIEL BLUMBERGER
9560,ZEALAND PHARMA A/S
8781,GLYPHARMA THERAPEUTIC INC
8783,TRIPLE HAIR INC
9563,MEREO BIOPHARMA 3 LIMITED
9582,XERIS PHARMACEUTICALS INC
9592,ATEA PHARMACEUTICALS INC
9598,ASTRAZENECA PHARMACEUTICALS LP
9617,CAN-FITE BIOPHARMA LTD
10686,DR GEORGE MEDVEDEV
