med_condition_id,med_condition
506,RELAPSED OR REFRACTORY ACUTE MYELOID  LEUKEMIA (AML)
655,IMMUNOGLOBULIN A NEPHROPATHY
42,CHRONIC COUGH
513,POST-ESSENTIAL THROMBOCYTHEMIA MYELOFIBROSIS
193,PERIPHERAL T CELL LYMPHOMA
870,IDIOPATHIC INFANTILE HYPERCALCEMIA
488,GASTROSCHISIS
324,NEUROMYELITIS OPTICA SPECTRUM DISORDER
1277,AUTOSOMAL DOMINANT HYPOCALCEMIA TYPE 1
900,CATECHOLAMINERGIC POLYMORPHIC VENTRICULAR TACHYCARDIA (CPVT)
25,BIPOLAR DEPRESSION
996,ARTHIRITS
757,CENTRAL NERVOUS SYSTEM LYMPHOMA
200,ESSENTIAL THROMBOCYTHEMIA
944,MYELOID MALIGNANCIES
1035,COMMUNITY-ACQUIRED PNEUMONIA
350,DIFFUSE INTRINSIC PONTINE GLIOMAS
1153,SUBDURAL HEMATOMA
848,CHRONIC MYELOGENOUS LEUKEMIA (CML)
776,PALMOPLANTAR PUSTULOSIS
458,BILIARY CANCER
461,SCALP AND BODY PSORIASIS
141,LIMB SPASTICITY
985,WILSON'S DISEASE
505,LOCALLY ADVANCED/METASTATIC NON SMALL CELL LUNG CANCER
1093,VASOSPASTIC ANGINA
334,SARCOMA
1050,ANGELMAN SYNDROME (AS)
952,PATENT DUCTUS ARTERIOSUS (PDA)
231,SEVERE CHRONIC HAND DERMATITIS
204,POSTPARTUM DEPRESSION
1224,MYELIN OLIGODENDROCYTE GLYCOPROTEIN-ANTIBODY-ASSOCIATED DISEASE
1016,LUNG CANCER SURGERY
55,CORONARY ARTERY BYPASS GRAFT
1079,CHRONIC HEADACHES
634,HYPEREOSINOPHILIC SYNDROME
374,ASSISTED REPRODUCTIVE TECHNOLOGY PROGRAMME
147,LUNG INJURY
341,WEIGHT GAIN
1099,CHOLESTATIC PRURITUS
326,CHRONIC THROMBOEMBOLIC PULMONARY HYPERTENSION (CTEPH)
328,INFLAMMATORY MYOFIBROBLASTIC TUMOR
105,HEPATITIS C VIRUS GENOTYPE 1 OR 4
471,GASTROINTESTINAL CANCER
464,MYOCARDIAL FIBROSIS
492,BASAL CELL NEVUS SYNDROME
526,SYMPTOMATIC LEG SUPERFICIAL VEIN THROMBOSIS
419,AORTIC ANEURYSM
59,CUTANEOUS MELANOMA
96,HEMODIALYSIS
604,TARDIVE DYSKINESIA
548,CHRONIC SCROTAL PAIN
630,CHOLERA
662,ARTICULAR CARTILAGE INJURY
567,CYSTIC LESIONS
160,MUCOPOLYSACCHARIDOSIS IVA (MORQUIO  SYNDROME)
562,NEUROSURGICAL CRANIAL PROCEDURES
130,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR
381,FACIAL AGING
270,LAMBERT-EATON MYASTHENIC SYNDROME (LEMS)
72,PULMONARY EMPHYSEMA
1065,PRIMARY SJOGREN'S SYNDROME (PSJS)
643,X-LINKED HYPOPHOSPHATEMIA
1315,DEMORALIZATION SYNDROME
1077,GIANT CELL TUMORS
1245,FATIGUE
190,PAPULOPUSTULAR ROSACEA
1255,SEPTOPLASTY
1139,ADVANCED PRAME-POSITIVE CANCERS
731,ACUTE RENAL INJURY
1151,GLOMERULONEPHRITIS
1103,METHAMPHETAMINE USE DISORDER
1134,UPPER GASTROINTESTINAL TRACT MALIGNANCIES
1106,PROLIFERATIVE VITREORETINOPATHY (PVR)
139,LANGERHANS CELL HISTIOCYTOSIS
1248,POLYCYSTIC OVARY SYNDROME
1175,INFLAMMATORY ARTHRITIS
1037,B CELL MALIGNANCY
1084,FUNGAL DISEASE
1117,NONTUBERCULOUS MYCOBACTERIAL (NTM) LUNG INFECTION
1264,OPIOID WITHDRAWAL SYNDROME
1096,TAY-SACHS DISEASE
1078,IMPETIGO
1235,THROMBOTIC MICROANGIOPATHY
1067,PERIPHERAL ARTERY DISEASE
947,DYSKINESIA
1231,AUTOIMMUNE PULMONARY ALVEOLAR PROTEINOSIS
1005,CHRONIC INFLAMMATORY DISEASES
1032,COMPLEX PERIANAL FISTULA
637,ISCHEMIC LEFT VENTRICULAR DYSFUNCTION
1015,CERVICAL SPINAL CORD INJURY
926,PEROXISOMAL DISORDERS
45,CHRONIC IRON OVERLOAD REQUIRING CHELATION THERAPY
563,CRITICAL LIMB ISCHEMIA
961,CARDIOPULMONARY DYSFUNCTIONS
949,INCREASING IN VITRO FERTILISATION (IVF) SUCCESS
898,OPTIC NEUROPATHY
595,PYODERMA GANGRENOSUM
269,VULVOVAGINAL CANDIDIASIS
379,FOREHEAD LINES
704,PANCREATIC INSUFFICIENCY EXOCRINE
613,GENDER AFFIRMING THERAPY
647,ACTIVE RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS
685,NEURODEGENERATIVE DEMENTIAS
684,CAROTID ATHEROSCLEROTIC PLAQUE
739,INHERITED RETINAL DISEASE (IRD)
756,TESTICULAR LYMPHOMA
720,BLASTIC PLASMACYTOID DENDRITIC CELL NEOPLASM
694,ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA
675,FAMILIAL PRIMARY HYPOALPHALIPOPROTEINEMIA
1279,HYPOCHONDROPLASIA
1344,PRIMARY ALDOSTERONISM
1345,VASCULAR MALFORMATION
1324,HEALTHY FEMALES
1269,ANTI-NEUTROPHIL CYTOPLASMIC AUTOANTIBODY (ANCA)-ASSOCIATED VASCULITIS
1302,GEOGRAPHIC ATROPHY
1316,ALLERGIC CONTACT DERMATITIS
1325,TUBERCULOSIS
1291,STILL'S DISEASE
1312,ANGIOEDEMA
1333,CARDIOPULMONARY BYPASS
1330,TAUOPATHY
1299,EMBRYONAL CENTRAL NERVOUS SYSTEM TUMOURS
841,DILATED CARDIOMYOPATHY
811,IL-18 DRIVEN MONOGENIC AUTOINFLAMMATORY CONDITIONS
28,BREAST CANCER
33,CLOSTRIDIUM DIFFICILE INFECTION
82,FAMILIAL CHYLOMICRONEMIA SYNDROME
393,UROTHELIAL CANCER
665,ADVANCED MALIGNANCIES
182,OTITIS EXTERNA
568,MACULAR DEGENERATION
209,PRIMARY BILIARY CIRRHOSIS
850,CONGENITAL MYASTHENIC SYNDROMES (CMS)
792,PRURITIS
601,PRIMARY SCLEROSING CHOLANGITIS
229,SEIZURES
405,URINARY INCONTINENCE
531,CLOSTRIDIUM DIFFICILE-ASSOCIATED DIARRHOEA (CDAD)
852,BACTERIAL CONJUNCTIVITIS
786,CARTICOBASAL DEGENERATION
386,RELAPSED OR REFRACTORY MULTIPLE MYELOMA
169,MYOCARDIAL INFARCTION
202,POST-HERPETIC NEURALGIA (PHN)
507,RELAPSED OR REFRACTORY SOLID TUMORS
312,PSYCHOTIC DISORDER
554,ACROMEGALY
280,RESPIRATORY SYNCYTIAL VIRUS
94,GROWTH HORMONE DEFICIENCY
215,PROSTATE CANCER METASTATIC CASTRATION RESISTANT
58,CUSHING'S DISEASE
261,UPPER RESPIRATORY TRACT INFECTION
481,HODGKIN LYMPHOMA
721,MERKEL CELL CARCINOMA
1,ACNE
172,NEUROBLASTOMA
50,COLORECTAL CANCER
181,OSTEOPOROSIS
1239,METASTATIC B7-H3 EXPRESSING NEOPLASM
135,ISLET TRANSPLANTATION
627,BREAST CANCER METASTATIC TRIPLE NEGATIVE
11,ALLERGIES ENVIRONMENTAL
442,PNEUMONIA
753,INTRAHEPATIC CHOLANGIOCARCINOMA
874,PULMONARY EMBOLISM
166,MYELOMONOCYTIC LEUKEMIA
197,PLATINUM-RESISTANT OVARIAN CANCER
66,DIABETIC NEUROPATHIC PAIN
807,UPSHAW-SCHULMAN SYNDROME
473,LUPUS ERYTHEMATOSUS
237,SOFT TISSUE SARCOMA
880,CESAREAN DELIVERY
514,POST-POLYCYTHEMIA VERA MYELOFIBROSIS
842,GLIOMA
1109,END OF LIFE DISTRESS
1107,CONTRACEPTION
964,IDIOPATHIC INFLAMMATORY MYOPATHY
444,VASCULAR INFLAMMATION
1133,EOSINOPHILIC GASTRITIS
671,RECTAL CANCER
664,SJÖGREN'S SYNDROME
1042,IGG4 RELATED DISEASE
1182,BULLOUS PEMPHIGOID
310,SLEEP APNEA
1061,ARTHRALGIAS
984,BRAIN INJURY
158,CHRONIC MIGRAINE
64,DIABETIC MACULAR EDEMA
291,SOMATOSTATIN RECEPTOR POSITIVE TUMOURS
307,EYE SURGERY
825,DRAVET SYNDROME
1187,ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 1 (ENPP1) DEFICIENCY
879,ACUTE ISCHEMIC STROKE
943,POST-MENOPAUSAL VASOMOTOR SYMPTOMS
1085,ACUTE RESPIRATORY DISTRESS SYNDROME (ARDS)
906,CUTANEOUS T-CELL LYMPHOMA (CTCL)
331,OVARIAN CARCINOMA
1119,FAILED ENDOMETRIAL ABLATION
1102,MONKEYPOX
325,CHOROIDAL NEOVASCULARIZATION
180,NON-SMALL CELL LUNG CANCER - CACHEXIA (NSCLC-C)
1125,LARYNGEAL EDEMA
1097,POST-COVID FATIGUE SYNDROME
579,POLYANGITIS
406,ACCORDION WRINKLES
391,ACE INHIBITOR INDUCED ANGIOEDEMA
335,BRONCHOPULMONARY DYSPLASIA
416,ATRIAL FLUTTER
557,DUMPING SYNDROME
249,THROMBOCYTHEMIA MYELOFIBROSIS
428,SUBSTANCE ABUSE
468,CONSTIPATION
539,HEREDITARY PERIODIC FEVERS
498,IDIOPATHIC THROMBOCYTOPENIC PURPURA (IPT)
478,PROSTATE HYPERPLASIA
599,VENTRICULAR ARRHYTHMIA
203,POSTMENOPAUSAL
445,ATHEROSCLEROTIC VASCULAR DISEASE
485,POST-PROSTATECTOMY
372,ISCHEMIC DILATED CARDIOMYOPATHY
441,LIVER METASTASES
251,TOURETTE'S DISORDER
1140,PRIMARY MEMBRANOUS NEPHROPATHY
791,ELEVATED LEVELS OF LIPOPROTEIN
1137,REFRACTORY TRIGEMINAL NEURALGIA
1070,IMMUNE-RELATED COLITIS
1001,ADVANCED MALIGNANT TUMORS
198,PLEURAL MESOTHELIOMA
8,ADENOID CYSTIC CARCINOMA (ACC)
958,HER2-LOW UNRESECTABLE AND/OR METASTISTIC BREAST CANCER
1192,ABDOMINAL SUBCUTANEOUS FAT
974,NON-SQUAMOUS/SQUAMOUS NSCLC
126,IDIOPATHIC MEMBRANOUS NEPHROPATHY (IMN)
1142,WET AGE-RELATED MACULAR DEGENERATION
1206,LYME DISEASE
1053,ANEURYSM
1022,CAM TYPE FEMOROACETABULAR IMPINGEMENT
1075,OTOTOXICITY
923,MOOD & METABOLIC DISORDERS
928,ALCOHOL WITHDRAWAL SYNDROME
793,ACUTE PULMONARY EMBOLISM
777,TEMPOROMANDIBULAR DISORDER
779,OCULAR INFLAMMATION
1047,THERMAL INJURY
1006,UVEITIS
986,CYSTINOSIS
1009,DIABETIC FOOT ULCERS
914,LUNG DISORDERS
899,ORAL LICHEN PLANUS (OLP)
875,SMALL BOWEL OBSTRUCTION
682,GENITAL PSORIASIS
972,HEMOPHAGOCYTIC LYMPHO HISTIOCYTOSIS
1237,HEART TRANSLPANTATION
155,MENIERE'S DISEASE
358,ISCHEMIC EVENTS
297,PALMOPLATER PSORIASIS
729,PULMONARY VEIN STENOSIS
669,KIDNEY CANCER
730,EUVOLEMIC OR HYPERVOLEMIC HYPONATREMIA
670,MANAGEMENT OF THE MASSETER
687,LIPOPROTEIN LIPASE DEFICIENCY
751,THROMBOPHYLAXIS
726,ACUTE HERPETIC GINGIVOSTOMATITS
762,SIALORRHEA
470,ABUSE POTENTIAL
639,POSTEROLATERAL LUMBAR SPINAL FUSION
1266,ACUTE KIDNEY INJURY
1287,SLEEP DISTURBANCES
1267,PREGNANCY
1342,ELEVATED TRIGLYCERIDES
1343,REMNANT CHOLESTEROL
1319,LARGE B-CELL LYMPHOMA
1275,MAST CELL ACTIVATION SYNDROME
1311,MECONIUM ASPIRATION SYNDROME
138,LABOUR
1284,ERYTHROCYTE MEMBRANOPATHIES
589,BURN
734,NONALCOHOLIC STEATOHEPATITIS (NASH)
565,RELAPSING-REMITTING MULTIPLE SCLEROSIS
235,SMALL CELL LUNG CANCER
98,HEMOPHILIA
394,ACUTE LYMPHOBLASTIC LEUKEMIA
768,PROGRESSIVE SUPRANUCLEAR PALSY
701,KIDNEY TRANSPLANTATION
423,INTERSTITIAL LUNG DISEASE
142,LIVER DISEASE
137,KIDNEY DISEASE
271,HYPERKALEMIA
44,CHRONIC INFLAMMATORY DEMYELINATING POLYNEUROPATHY (CIDP)
767,GESTATIONAL DIABETES MELLITUS
550,EOSINOPHILIC ESOPHAGITIS
437,TRAUMATIC BRAIN INJURY
798,GLUCOCORTICOID-INDUCED OSTEOPOROSIS
583,SEPTIC SHOCK
832,HEART DISEASE
845,DYSPHAGIA
854,IRON DEFICIENCY
765,PRIMARY BRAIN TUMOUR
696,ESOPHAGEAL CANCER
168,MYELOMA
6,ACUTE MYELOGENOUS LEUKEMIA
859,VAGINECTOMY
149,LYMPHOCYTIC LEUKEMIA
942,PNEUMOCOCCAL DISEASE
529,ACUTE VENOUS THROMBOEMBOLISM
608,HYPOSPADIAS
631,ALLERGIC CONJUNCTIVITIS
626,CHRONIC LOW BACK PAIN
678,PANCREATIC DUCTAL ADENOCARCINOMA
712,BONE METASTASES
815,B-CELL MALIGNANCIES
1201,KIDNEY GRAFT FIBROSIS
871,PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA (PSVT)
869,BACTERIAL PNEUMONIA
819,COLD AGGLUTININ DISEASE
809,AUTOIMMUNE HEPATITIS
207,POST-TRAUMATIC STRESS DISORDER
387,DYSLIPIDEAMIA
1111,ANDROGENIC ALOPECIA
935,B-CELL ACUTE LYMPHOBLASTIC LEUKEMIA
1135,FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY
521,NASOPHARYNGEAL CARCINOMA
4,ACTIVE PSORIATIC ARTHRITIS
1086,SUICIDALITY
462,PANCREATITIS
969,PRURIGO NODULARIS
587,CHOLANGIOCARCINOMA
1195,TURNER SYNDROME
1094,FIBROMYALGIA
178,NON-MUSCLE INVASIVE BLADDER CANCER (NMIBC)
294,CARDIAC SURGERY
1092,KNEE INJURY
201,POMPE DISEASE
1216,CANAVAN DISEASE
453,ALAGILLE SYNDROME
997,SJOGREN'S SYNDROME
973,EGFR POSITIVE CANCERS
939,EOSINOPHILIC ASTHMA
1220,METHYLMALONYL-COA MUTASE DEFICIENCY
1024,LUNG TRANSPLANT RECIPIENT
703,ANOREXIA
971,MYCOSIS FUNGOIDES
1044,ADVANCED TUMORS
1228,TUMOR
1110,VULVAR CANCER
740,COLORECTAL ADENOCARCINOMA
1115,LEIOMYOSARCOMA
1165,FRIEDREICH ATAXIA
698,ADVANCED LUNG CANCER
260,PULMONARY DISORDERS
132,INTERSTITIAL CYSTITIS/BLADDER PAIN SYNDROME
304,MRI IMAGING
129,IMMUNOSUPPRESSANTS
377,POSTERIOR UVEITIS
56,CORONARY HEART DISEASE OR HIGH RISK OF CORONONARY HEART DISEASE
522,CAROTID ARTERY PLAQUE
546,BACTERIAL VAGINOSIS
496,CUTANEOUS MASTOCYTOSIS WITH HANDICAP
602,HEPATIC INSUFFICIENCY
532,HEPATIC-ONLY METASTASES OF  COLORECTAL CANCER
533,WALDENSTRÖM'S MACROGLOBULINEMIA
247,TESTOSTERONE DEFICIENCY
577,HEPATITIS C VIRUS GENOTYPE 4
503,CARPAL TUNNEL SYNDROME
540,SARCOMERIC HYPERTROPHIC CARDIOMYOPATHY
463,GLUCOSE TRANSPORTER 1 DEFICIENCY SYNDROME
459,METASTATIC SALIVARY GLAND NEOPLASM
455,MIDDLE EAR EFFUSION
284,NEUROINFLAMMATION
286,BLEB
1326,AUTOIMMUNE GLOMERULAR DISEASE
950,RECESSIVE DYSTROPHIC EPIDERMOLYSIS BULLOSA
1183,"CONGENITAL HYPERINSULINISM"
1193,MENTAL HEALTH CONCERNS
983,BIRTH ASPHYXIA
1169,ADAMANTINOMATOUS CRANIOPHARYNGIOMA
1145,FUCHS ENDOTHELIAL CORNEAL DYSTROPHY
1199,CHONDROSARCOMA
1242,HYPOPHOSPHATASIA
1357,JUVENILE SPONDYLOARTHRITIS
248,THORACIC OUTLET SYNDROME
1252,MECP2 DUPLICATION SYNDROME
1039,ENDOGENOUS CUSHING SYNDROME
1204,STREPTOCOCCAL INFECTION
1260,CEPHALOSPORIN-RESISTANT ENTEROBACTERIACEAE INFECTION
725,STEATOHEPATITIS NON-ALCOHOLIC
1038,COW'S MILK ALLERGY
695,POUCHITIS
909,CARDIAC SARCOIDOSIS
925,INFANTILE SPASM
965,GRAVES` OPHTHALMOPATHY
919,NEONATAL STROKE
780,METASTATIC CEA-POSITIVE SOLID TUMORS
1018,FAMILIAL ADENOMATOUS POLYPOSIS
1211,INFANTILE METACHROMATIC LEUKODYSTROPHY
101,HEPARIN-INDUCED THROMBOCYTOPENIA (HIT)
916,SENSORINEURAL HEARING LOSS
957,IMMUNE RELATED TOXICITY
226,ROTAVIRUS
676,PRIMARY HUMORAL IMMUNDEFICIENCY
1226,IDIOPATHIC POLYPOIDAL CHORIDAL VASCULOPATHY
1227,CENTRAL SEROUS CHORIORETINOPATHY
624,FRONTOTEMPORAL LOBAR DEGENERATION
610,HEREDITARY INCLUSION BODY MYOPATHY (HIBM)
439,GASTROINTESTINAL DISORDERS
732,MOLYBDENUM COFACTOR DEFICIENCY TYPE A
713,GLIOSARCOMA
106,HEPATITIS C VIRUS GENOTYPE 1A OR 1B
653,POSTERIOR INSTRUMENTED LUMBAR SPINAL FUSION
657,FAMILIAL AMYLOIDOTIC CARDIOMYOPATHY
1281,EPISTAXIS
1298,UPPER AIRWAY COUGH SYNDROME
1313,CRYOPYRIN-ASSOCIATED PERIODIC SYNDROME
1270,SPINOCEREBELLAR ATAXIA TYPE 2
1306,WELL-BEING
1308,PRIMARY HYPERPARATHYROIDISM
1349,PLANTAR FASCIITIS
120,HUNTINGTON DISEASE
214,PROSTATE CANCER
895,PYRUVATE KINASE DEFICIENCY
722,RENAL CELL CARCINOMA
220,RENAL FAILURE
279,ATOPIC DERMATITIS
329,ANEMIA
882,METHICILLIN-RESISTANT STAPHYLOCOCCUS AUREUS (MRSA)
421,HEART FAILURE
301,INFERTILITY
47,CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD)
99,HEMOPHILIA A
486,OROPHARYNX CANCER
689,CHRONIC PLAQUE PSORIASIS
95,HEAD AND NECK CANCER
29,BREAST CANCER HER2-POSITIVE
246,SYSTEMIC SCLEROSIS
594,ULCERS
1073,CONGENITAL MYOTONIC DYSTROPHY
429,ANXIETY DISORDER
813,CARCINOMA
1243,CANNABIS WITHDRAWAL
427,DERMATOMYOSITIS
275,HEPATITIS C VIRUS
70,DUCHENNE MUSCULAR DYSTROPHY
100,HEMOPHILIA B
830,PRIMARY BILIARY CHOLANGITIS (PBC)
127,IDIOPATHIC PULMONARY FIBROSIS (IPF)
785,ORNITHINE TRANSCARBAMYLASE DEFICIENCY
483,PULMONARY HYPERTENSION
110,HEPATOCELLULAR CARCINOMA
292,HEMATOLOGICAL MALIGNANCIES
797,PRIMARY IMMUNE DEFICIENCY
165,MYELOID LEUKEMIA
489,UVEAL MELANOMA
424,MANTLE CELL LYMPHOMA
632,IMMUNIZATION
474,MALIGNANCIES
24,BASAL CELL CARCINOMA
157,MIGRAINE
773,CENTRAL NERVOUS SYSTEM MALIGNANCY
846,OPTIC NEURITIS
348,HYPERLIPIDEMIA
466,KNEE ARTHROPLASTY
822,HPV-ASSOCIATED CANCER
119,HUMAN PAPILLOMA VIRUS (HPV)
163,MYASTHENIA GRAVIS
607,HIP FRACTURE
152,MAJOR DEPRESSIVE DISORDER
13,ALLERGIES RESPITATORY
646,INFLAMMATORY BOWEL DISEASE
46,CHRONIC MYELOID LEUKEMIA
672,PIGMENTED VILLONODULAR SYNOVITIS OR GIANT CELL TUMOR OF THE TENDON SHEATH
816,HYPOPARATHYROIDISM
892,SMALL LYMPHOCYTIC LYMPHOMA
716,THORACIC SURGERY
840,RENAL IMPAIRMENT
38,CELIAC DISEASE
469,BONE FRACTURES
967,MUSCLE-INVASIVE BLADDER CANCER
1132,NEUROTROPHIC KERATITIS
920,HEMOLYTIC DISEASE
413,VASOVAGAL SYNCOPE
1221,DENGUE
988,DIABETIC KIDNEY DISEASE
1196,NOONAN SYNDROME
1019,TREATMENT RESISTANT DEPRESSION
1076,MITOCHONDRIAL DISORDERS
904,IGA NEPHROPATHY
285,COGNITIVE IMPAIRMENT
790,LATENT TUBERCULOSIS (TB) INFECTION
843,CHRONIC SPONTANEOUS URTICARIA (CSU)
332,RHABDOMYOSARCOMA
145,LOW BONE MINERAL DENSITY
891,MITOCHONDRIAL MYOPATHY
509,ANAPLASTIC LYMPHOMA KINASE-POSITIVE ADVANCED NON-SMALL CELL LUNG CANCER
525,SHOULDER SURGERY
1212,TETANUS
774,MUSCULAR DYSTROPHY
699,SPINAL CORD INJURY
385,NEURODEGENERATIVE DISEASES
305,DELIRIUM
272,ANGINA PECTORIS
389,SUBARACHNOID HEMORRHAGE
555,PITUIARY TUMOR
560,MELANOMA NEGATIVE FOR BRAF
327,ANAPLASTIC LARGE-CELL LYMPHOMA
448,RAGWEED ALLERGY
295,PRIMARY HYPERLIPIDEMIA
493,CHYLOMICRONEMIA
313,BEHAVIORAL VARIANT FRONTOTEMPORAL DEMENTIA (BVFTD)
569,HYSTERECTOMY ASSOCIATED PAIN
536,INFRAINGUINAL PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY
629,THYROID SCAN INDICATION
582,EBOLA VIRUS INFECTION
107,HEPATITIS C VIRUS GENOTYPE 2 OR 3
508,HYPERTROPHIC CARDIOMYOPATHY
